,Sensor-1,Sensor-2,Sensor-3,Sensor-4,Sensor-5,Sensor-7,Sensor-8,Sensor-9,Sensor-10,Sensor-11,Sensor-12,Sensor-13,Sensor-15,Sensor-16,Sensor-17,Sensor-18,Sensor-20,Sensor-21,Sensor-22,Sensor-23,Sensor-24,Sensor-25,Sensor-26,Sensor-27,Sensor-29,Sensor-30,Sensor-33,Sensor-34,Sensor-38,Sensor-39,Sensor-40,Sensor-41,Sensor-42,Sensor-44,Sensor-45,Sensor-46,Sensor-47,Sensor-48,Sensor-49,Sensor-51,Sensor-52,Sensor-54,Sensor-55,Sensor-56,Sensor-57,Sensor-58,Sensor-59,Sensor-60,Sensor-62,Sensor-63,Sensor-64,Sensor-65,Sensor-66,Sensor-67,Sensor-68,Sensor-69,Sensor-71,Sensor-72,Sensor-74,Sensor-76,Sensor-77,Sensor-78,Sensor-79,Sensor-80,Sensor-81,Sensor-82,Sensor-83,Sensor-84,Sensor-85,Sensor-86,Sensor-87,Sensor-88,Sensor-89,Sensor-90,Sensor-91,Sensor-92,Sensor-93,Sensor-94,Sensor-95,Sensor-96,Sensor-100,Sensor-101,Sensor-102,Sensor-103,Sensor-104,Sensor-105,Sensor-108,Sensor-109,Sensor-110,Sensor-111,Sensor-112,Sensor-113,Sensor-114,Sensor-115,Sensor-116,Sensor-117,Sensor-118,Sensor-119,Sensor-120,Sensor-121,Sensor-122,Sensor-123,Sensor-124,Sensor-127,Sensor-129,Sensor-130,Sensor-132,Sensor-133,Sensor-134,Sensor-135,Sensor-136,Sensor-137,Sensor-138,Sensor-139,Sensor-140,Sensor-141,Sensor-143,Sensor-144,Sensor-145,Sensor-146,Sensor-147,Sensor-148,Sensor-149,Sensor-151,Sensor-152,Sensor-153,Sensor-156,Sensor-157,Sensor-160,Sensor-161,Sensor-162,Sensor-163,Sensor-164,Sensor-165,Sensor-166,Sensor-167,Sensor-168,Sensor-169,Sensor-170,Sensor-171,Sensor-172,Sensor-173,Sensor-174,Sensor-176,Sensor-177,Sensor-178,Sensor-181,Sensor-182,Sensor-183,Sensor-184,Sensor-185,Sensor-189,Sensor-196,Sensor-197,Sensor-198,Sensor-199,Sensor-200,Sensor-201,Sensor-202,Sensor-203,Sensor-204,Sensor-205,Sensor-206,Sensor-208,Sensor-209,Sensor-211,Sensor-212,Sensor-213,Sensor-214,Sensor-215,Sensor-216,Sensor-217,Sensor-218,Sensor-219,Sensor-220,Sensor-221,Sensor-222,Sensor-223,Sensor-224,Sensor-225,Sensor-226,Sensor-228,Sensor-229,Sensor-239,Sensor-240,Sensor-245,Sensor-246,Sensor-247,Sensor-248,Sensor-249,Sensor-253,Sensor-254,Sensor-256,Sensor-268,Sensor-269,Sensor-270,Sensor-317,Sensor-334,Sensor-344,Sensor-346,Sensor-347,Sensor-359,Sensor-368,Sensor-413,Sensor-419,Sensor-420,Sensor-424,Sensor-433,Sensor-434,Sensor-439,Sensor-440,Sensor-461,Sensor-469,Sensor-473,Sensor-481,Sensor-483,Sensor-484,Sensor-485,Sensor-486,Sensor-487,Sensor-488,Sensor-489,Sensor-490,Sensor-500,Sensor-501,Sensor-511,Sensor-512,Sensor-547,Sensor-548,Sensor-549,Sensor-550,Sensor-551,Sensor-552,Sensor-556,Sensor-559,Sensor-560,Sensor-563,Sensor-564,Sensor-565,Sensor-566,Sensor-571,Sensor-572,Sensor-573,Sensor-579,Sensor-580,Sensor-582,Sensor-583,Sensor-584,Good/Bad
30,3081.34,2453.78,2175.3445,1147.3421,1.1419,107.1422,0.1251,1.3997,0.0062,-0.0063,0.9767,202.4395,5.603,402.299,10.562,0.9793,12.5288,1.4044,-5502.0,2501.75,-3961.75,7948.25,1.3087,2.0178,70.7,1.8556,84.9173,9.131,65.9561,86.7486,118.0202,76.72,3.312,351.81,10.0891,134.7491,728.2708,1.306,146.4409,633.0,245.5546,4.596,4.841,2849.0,0.9353,0.9495,4.7071,2.3182,10.3544,117.0673,13.3391,17.6818,26.2118,702.059,0.8364,151.7527,619.6609,86.4468,,-0.0381,-0.0107,0.0038,0.0031,-0.0213,0.0222,-0.0294,0.0055,7.2452,0.1284,0.113,2.3913,0.986,1809.8301,0.1985,8996.4699,0.0,0.0001,-0.0029,0.0,0.0,0.0,0.0,0.0,0.0,-0.0105,0.0001,0.0,0.0,0.9791,102.4579,231.8884,0.4577,0.9643,0.0,771.5955,0.9898,58.4722,0.5991,0.9656,6.4142,15.73,6.09,15.8,2.34,3.065,-0.5677,0.9952,2.2831,1002.4306,38.7695,132,204.6,140.8,56.2,683.085,0.5724,12.8,0.0043,0.1012,0.061,0.0511,0.0076,9.4259,6.64,10.943,0.3801,0.21,0.0626,484,431,1224,9812,0.092,0.072,0.076,2.5,1.1,0.161,0.714,0.6062,0.1798,0.3413,0.5555,0.6778,0.2857,1.039,18.0,0.285,8.35,21.915,0.1003,80.1,0.192,5.09,16.79,0.28,5.44,14.74,5.09,7.649,26.296,0.1212,12.75,14.74,82.819,0.1016,0.1097,0.1317,0.0238,0.0974,0.0664,0.0684,0.0477,5.5342,0.0032,0.0099,0.0384,0.0024,138.887,0.0245,434.3994,0.0215,0.0132,0.0051,0.0042,0.0029,0.7366,3.9261,0.0265,0.0065,1.7818,0.0327,0.544,0.0779,14.092,4.1469,5.6932,5.3927,4.5174,,,0.0023,0.0,59.5363,989.858,810.3072,118.5079,30.8954,123.4486,59.2814,105.6122,32.62,219.5686,110.5023,95.8034,266.3172,0.0,0.0,755.5556,456.6071,299.0991,232.8511,871.2329,0.0,458.1345,48.6293,0.0,,,,,,,,0.9689,0.2547,264.272,0.5671,4.98,0.0877,532.1736,2.4452,10.83,,,,0.4985,0.0089,-1
31,3069.72,2372.79,2127.9555,1011.1924,1.0863,107.1522,0.1261,1.374,-0.0021,-0.0017,0.9771,199.6147,6.9824,417.4902,10.5937,0.9806,12.5153,1.4241,-5543.0,3085.0,-5566.0,-1620.75,1.286,1.981,75.1889,2.0444,83.7747,8.3436,65.8525,87.0565,118.7374,12.19,4.886,354.6936,10.1566,129.96,723.4291,0.9433,137.8718,622.5255,123.3614,4.566,4.792,2872.0,0.9306,0.9527,4.4958,6.0773,10.4516,116.0373,9.4155,13.9227,18.5996,704.8295,0.9241,145.2491,614.5045,83.2509,,-0.0034,-0.0114,0.0454,-0.0498,-0.0302,0.0262,0.0061,0.0001,7.6031,0.1291,,2.4145,0.9875,1786.0376,0.158,7833.1499,0.0061,-0.0005,-0.0148,0.0001,0.0,-0.0484,0.0005,-0.0001,-0.0114,-0.0077,0.0007,-0.099,-0.0622,,,,,0.939,0.0,655.8539,0.9918,57.1918,0.5853,0.9709,6.2771,15.73,6.09,15.8,2.34,3.065,-0.5677,0.9952,2.2831,1002.4306,38.7695,168,84.4,154.6,54.7,917.098,0.6141,6.26,0.0057,0.1013,0.0643,0.0527,0.0077,10.8218,8.142,11.356,0.4123,0.24,0.0701,736,1204,7720,27513,0.121,0.078,0.122,1.2,1.1,0.157,0.307,0.8147,0.1049,0.2218,0.5692,0.7732,0.2302,0.272,23.9,0.549,22.22,19.352,0.1367,18.594,0.361,17.25,21.12,0.934,34.38,9.8,17.25,17.885,32.032,0.4261,5.68,20.26,108.671,0.0729,0.0527,0.0562,0.107,0.0956,0.095,0.076,0.0683,2.7807,0.0038,,0.0309,0.0025,115.2136,0.0355,381.2998,0.0166,0.014,0.0051,0.0046,,,,,0.0149,1.7835,0.023,0.4863,0.0779,14.092,4.1469,6.7406,6.5213,5.7142,,,,0.0029,90.6947,0.0,0.0,116.6081,138.6992,0.0,53.8043,103.4407,15.0728,283.8443,104.0836,130.5343,0.0,461.2691,123.7885,214.6439,316.9499,362.2498,0.0,0.0,0.0,94.2761,66.0194,707.6923,,,,,,,,0.9723,0.168,251.718,0.7732,4.97,0.1329,538.54,2.0768,5.3,,,,0.4975,0.0134,-1
32,2982.62,2474.88,2114.6667,1549.4874,1.3393,98.7844,0.1262,1.3333,-0.0054,0.0045,0.95,198.9485,5.2269,422.8326,9.5612,0.971,12.3996,1.4211,-5529.25,2678.75,-3035.75,-406.25,1.289,1.95,74.0333,2.0778,84.095,8.272,65.9699,87.1367,117.8192,81.31,2.974,351.85,10.1088,134.6627,728.0075,0.9883,139.2155,625.7282,127.4952,4.568,4.785,2859.0,0.9319,0.9545,4.5059,4.3136,10.4042,118.9764,9.6593,15.6864,18.2293,709.7783,1.0219,147.6818,618.57,122.2005,467.8068,-0.0051,-0.0217,-0.0033,0.06,-0.0053,0.0409,-0.0253,-0.0279,7.2949,0.1374,,2.381,0.9891,1744.3388,0.2069,8271.1301,0.0,0.0021,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,-0.0084,-0.001,0.0,0.0,,,,0.459,0.9573,0.0,584.1758,0.9907,59.2529,0.58,0.9806,6.2185,15.73,6.09,15.8,2.34,3.065,-0.5677,0.9952,2.2831,1002.4306,38.7695,124,263.8,185.6,66.5999,1118.2191,0.8033,11.84,0.0045,0.1059,0.0559,0.0475,0.0266,11.0523,7.134,6.303,0.4535,0.24,0.0438,391,561,6298,710,0.216,0.108,0.191,0.9,1.1,0.064,0.709,0.7429,0.1019,0.245,0.5207,0.8442,0.3194,0.197,26.66,0.902,16.12,32.741,0.092,26.655,0.441,19.07,22.38,0.599,32.56,16.51,19.07,22.284,34.7,0.2061,7.65,22.93,21.328,0.0899,0.0624,0.025,0.0563,0.0848,0.0466,0.0944,0.0438,4.1485,0.0033,,0.0677,0.0018,81.6667,0.0769,989.1001,0.0249,0.0133,0.0025,0.0042,,,,0.0177,0.017,1.8255,0.038,0.2724,0.0779,14.092,4.1469,6.9159,6.5564,7.6254,8.1603,4.1413,,0.0,72.167,0.0,0.0,136.486,207.4611,174.7692,52.9412,39.3981,20.9067,442.0864,170.9233,17.4533,0.0,287.5576,751.8797,93.7943,0.0,114.0061,373.8614,157.13,0.0,0.0,29.8507,409.7561,,,,,,,,1.0008,0.1593,268.61,0.6929,8.95,0.1566,529.9855,2.2416,10.06,0.0241,0.0121,50.0888,0.4948,0.0142,-1
33,2997.94,2471.97,2214.1667,1705.2046,0.9113,100.4633,0.1231,1.4964,-0.0099,0.0061,0.9712,199.4089,9.2806,402.4408,10.8515,0.9824,12.4755,1.4176,-5572.25,2680.5,-4578.5,-1570.75,1.283,2.0165,67.2889,2.2889,85.0066,9.6938,66.5811,87.0735,118.0446,65.74,3.08,350.9727,10.0004,138.9555,730.4559,0.8907,136.4891,626.4173,116.8527,4.597,4.862,2835.0,0.933,0.9456,4.7047,-2.3509,10.2389,116.6045,9.8255,22.3509,28.2662,702.1897,1.0123,148.1709,616.5918,82.6005,,-0.0064,0.014,-0.0164,-0.0351,0.0162,0.0416,-0.0224,0.0307,7.3746,0.1287,,2.4296,0.9912,1736.6114,0.1928,8892.2499,-0.0118,-0.0002,-0.0016,0.0001,0.0,0.0102,-0.0003,0.0002,0.026,-0.0123,-0.0001,0.0416,0.0626,,,,0.466,0.9562,0.0,764.0111,0.9908,59.73,0.6052,0.9812,6.1893,15.88,3.636,15.92,2.857,3.316,-0.1419,0.9972,2.3984,1015.5056,40.1991,103,134.6,199.4,48.6001,341.2939,0.1,5.62,0.0047,0.1492,0.0309,0.0564,0.0089,8.8486,6.188,6.852,0.6752,0.26,0.0238,533,145,4122,2690,0.024,0.042,0.137,2.7,1.1,0.118,0.262,0.827,0.0479,0.3178,0.5923,0.8225,0.2097,0.31,17.16,0.491,5.95,23.571,0.1104,21.883,0.186,5.5,15.02,0.8,6.18,14.88,5.5,6.735,23.36,0.2414,15.43,14.88,103.572,0.0495,0.0641,0.0226,0.0732,0.0646,0.104,0.0979,0.0536,3.6997,0.0027,,0.0466,0.002,73.2539,0.0278,1135.6001,0.0127,0.0186,0.0074,0.0042,,,,0.0297,0.0298,4.0904,0.0307,0.6434,0.1578,13.91,2.187,5.5576,5.1672,3.8695,,,,0.0037,20.0148,312.1212,930.3093,66.6765,90.0295,171.2558,48.0583,62.4339,18.727,233.952,151.443,125.389,778.7611,456.2278,137.5951,208.3986,397.8445,250.1503,436.5663,174.4508,0.0,0.0,60.3466,0.0,1.2946,408.822,74.796,0.574,15.16,1.72,44.3407,1.0364,0.7563,,,,,532.8382,2.0005,11.2401,0.014,0.0192,136.9762,0.4991,0.0086,-1
34,2904.21,2530.63,2188.6,2115.2244,1.3174,93.1656,0.1255,1.3179,-0.0089,-0.0084,0.97,198.9823,9.1677,418.7459,9.6333,0.9752,12.5163,1.4059,-5257.75,2581.25,398.0,-3884.5,1.2837,1.9695,75.1667,1.8667,83.6583,8.5596,66.0405,86.7827,119.4242,79.71,2.849,351.4418,10.0619,135.3936,728.2345,1.3296,147.9427,634.7782,204.6365,4.586,4.837,2855.0,0.9335,0.9481,4.679,1.1618,10.3871,116.5555,15.4118,18.8382,26.3647,701.8697,0.8498,152.3373,619.3664,81.966,464.4994,-0.0069,0.0282,0.0389,0.0115,0.0178,0.0014,-0.0692,-0.006,7.3004,0.1357,0.1099,2.4044,0.9895,1796.3286,0.2047,8555.5802,-0.0253,0.001,-0.0005,0.0,0.0001,-0.0009,0.0003,-0.0001,-0.0082,-0.0086,0.0,-0.0099,-0.0129,0.9795,101.888,233.0205,0.461,0.9588,0.0,717.053,0.9909,58.5398,0.5982,0.9658,6.4291,15.73,6.09,15.8,2.34,3.065,-0.5677,0.9952,2.2831,1002.4306,38.7695,173,157.8,142.5,46.6001,1133.1041,0.3885,10.03,0.0046,0.0944,0.0524,0.0423,0.0142,10.6597,5.671,9.161,0.436,0.34,0.0778,571,137,15081,4154,0.091,0.153,0.244,2.0,1.9,0.093,0.395,0.5693,0.0988,0.2275,0.4025,0.6599,0.3532,0.117,16.15,0.58,7.0,22.991,0.0903,73.155,0.176,7.87,17.92,0.292,7.38,17.96,7.87,10.385,31.325,0.1395,16.04,17.96,79.839,0.1001,0.0833,0.0879,0.0351,0.0568,0.0737,0.0779,0.0558,5.1247,0.0031,0.0078,0.0563,0.0011,139.6388,0.1177,797.7002,0.0109,0.0087,0.0048,0.0064,0.0026,1.0708,3.3878,0.0243,0.0227,1.9425,0.0405,0.4885,0.0779,14.092,4.1469,5.8683,6.0339,4.9621,4.2988,4.1052,0.0021,0.002,53.569,590.8386,503.197,61.8583,0.0,106.9378,101.7857,57.8039,35.7487,677.3865,116.5338,97.405,0.0,295.1284,226.1093,305.2174,318.8772,0.0,112.6129,937.8151,0.0,0.0,55.814,0.0,1.3199,395.454,73.732,0.8411,18.49,1.81,63.727,1.0045,0.2105,263.804,0.7859,3.61,0.1347,532.97,2.2248,10.09,,,,0.4988,0.0192,-1
35,2949.75,2528.5,2246.5778,1963.8016,1.1665,96.7089,0.1209,1.507,0.009,-0.0038,0.9714,197.6212,6.8496,405.0576,9.4945,0.9743,12.4969,1.3869,-5348.75,2663.0,-3805.5,1291.5,1.3745,1.965,71.5111,1.8333,86.3826,8.3273,66.0203,87.037,119.1824,80.01,3.07,355.6064,10.0525,140.1709,739.5795,0.9805,138.5836,634.3609,133.8512,4.561,4.79,2885.0,0.9216,0.9521,4.5763,0.5764,10.357,120.7473,11.8327,19.4236,26.0255,713.554,1.0277,144.1164,622.5282,118.1024,,-0.0133,0.0123,-0.0198,0.0395,0.0036,0.0494,-0.034,0.0049,8.0033,0.1272,,2.3581,0.987,1748.2561,0.2032,9227.9099,-0.0361,0.0011,0.0019,-0.0001,0.0001,-0.0977,0.0001,-0.0001,-0.0485,-0.0095,0.0013,-0.0965,-0.1067,,,,,0.9184,0.0,766.384,0.9907,58.2474,0.6057,0.9594,6.4202,15.84,6.101,15.89,2.536,3.246,-0.8988,0.9968,2.2646,1010.0522,40.201,76,69.7,35.4,64.0999,923.8671,0.1407,7.76,0.0057,0.0716,0.062,0.042,0.0124,6.5149,4.947,10.411,0.4243,0.23,0.1202,276,1017,3041,12825,0.157,0.175,0.331,1.7,1.1,0.147,0.518,0.752,0.0876,0.3182,0.5645,0.7668,0.2608,0.214,21.81,0.32,5.02,25.546,0.0626,34.164,0.273,5.05,23.03,0.264,5.76,25.4,5.05,6.759,31.384,0.1208,5.97,25.4,64.585,0.0778,0.0469,0.0261,0.0209,0.0953,0.0754,0.0968,0.0226,4.1653,0.0034,,0.0609,0.0024,146.3693,0.0541,592.7998,0.0193,0.0179,0.0044,0.0059,,,,,0.0143,4.0167,0.0327,0.1611,0.0814,19.79,3.6473,6.3499,6.7236,7.0113,,,,0.0029,47.0448,688.8889,0.0,72.2228,79.9107,993.0314,60.0,103.6022,25.5239,876.183,214.6591,54.6856,584.1389,379.7571,131.4861,52.9449,0.0,152.7089,284.7059,465.9794,0.0,939.0164,46.5608,449.5238,,,,,,,,0.9937,0.2092,266.71,0.6878,4.65,0.1504,534.1482,1.6633,10.92,0.0473,0.028,59.0825,0.4927,0.0147,-1
36,2979.77,2493.03,2208.6556,1728.7576,1.5137,97.0367,0.124,1.4691,-0.0088,0.0002,0.971,198.1256,9.9154,414.3119,9.1253,0.9762,12.3996,1.4027,-5418.75,2643.5,-3475.75,-2297.5,1.2685,2.0278,68.3111,2.9111,86.6554,9.0061,65.8984,86.8907,118.162,77.5,3.417,357.3,10.2445,130.1418,729.0667,1.0259,141.4236,628.8655,133.4408,4.617,4.872,2865.0,0.9263,0.9476,4.5968,6.8491,10.4666,116.9909,7.6141,13.1509,13.5705,715.4963,1.4373,149.8327,625.5318,223.4975,,-0.0379,-0.0065,-0.0358,0.0268,0.0221,0.0449,-0.0401,0.0133,8.1525,0.1356,,2.3907,0.9917,1795.2321,0.2022,8168.4099,0.0571,-0.0013,0.0012,0.0001,-0.0001,0.0195,-0.0003,0.0002,-0.0733,-0.0134,-0.0003,0.0373,-0.0865,,,,,0.9485,0.0,703.9763,0.9911,57.6585,0.5923,0.9802,6.3507,15.88,3.636,15.92,2.857,3.316,-0.1419,0.9972,2.3984,1015.5056,40.1991,97,88.6,126.4,65.5,194.303,0.6081,4.35,0.0034,0.0854,0.0779,0.0549,0.0118,6.5237,6.85,7.957,1.079,0.24,0.0556,602,762,915,8776,0.021,0.065,0.146,1.7,1.1,0.115,0.386,0.4657,0.1259,0.5096,0.7603,0.7617,0.1077,1.13,18.26,0.394,4.94,26.209,0.083,26.996,0.301,8.76,19.63,0.181,7.99,15.73,8.76,11.545,36.329,0.1274,6.57,26.03,60.478,0.0784,0.0284,0.0385,0.0482,0.0764,0.0938,0.1015,0.0807,2.7591,0.0021,,0.0909,0.0005,72.824,0.0517,973.2002,0.0148,0.0172,0.0029,0.006,,,,,0.0272,1.5123,0.0219,0.2617,0.1578,13.91,2.187,5.9756,6.4075,7.5531,,,,0.0043,11.2395,880.8481,0.0,69.0847,26.3253,381.9804,37.7863,44.6121,20.2307,127.9002,206.5911,27.0598,206.6557,435.249,107.6171,179.8507,345.5059,209.1416,253.1172,605.6285,0.0,0.0,21.6822,0.0,,,,,,,,1.0169,0.5697,268.032,0.7705,8.82,0.1746,534.6127,2.2455,9.57,,,,0.4957,0.0251,-1
37,3006.33,2424.13,2189.3556,2363.6412,2.1415,83.4233,0.1246,1.4951,-0.0049,-0.0086,0.9655,198.6665,10.3519,421.5831,9.4524,0.9701,12.5049,1.363,-5704.5,2656.75,1401.5,-7536.0,1.2788,1.9808,72.3444,1.8778,86.238,8.287,66.3076,86.9546,116.1914,80.14,3.088,351.1145,10.0331,136.9627,727.809,1.1396,137.5464,625.6236,52.6108,4.619,4.869,2837.0,0.9345,0.9486,4.676,-0.7245,10.3189,116.2382,6.8847,20.7245,25.9809,701.8281,1.0888,153.8918,621.2918,128.4002,,-0.0369,0.0058,0.0071,0.0615,0.0266,0.0418,-0.0494,0.0076,7.5362,0.1404,,2.4145,0.9884,1719.9675,0.1934,8646.7001,-0.1291,0.0,0.0029,0.0001,-0.0001,0.0623,-0.0003,0.0002,-0.0659,-0.0137,-0.0008,-0.136,0.0104,,,,0.4566,0.9266,0.0,743.9188,0.9909,59.2772,0.5896,0.9793,6.3885,15.84,3.483,15.84,2.848,3.268,0.0,0.9996,2.4108,1014.9933,42.8113,99,106.1,27.4,74.0,384.678,0.7449,4.05,0.0067,0.1491,0.0482,0.0798,0.0146,6.8812,6.197,4.857,0.3187,0.42,0.0686,850,177,19497,24066,0.068,0.129,0.331,1.9,1.7,0.192,0.68,0.909,0.1096,0.3467,0.6641,0.868,0.1958,0.463,15.23,0.585,6.43,24.789,0.1688,15.245,0.247,3.61,22.64,0.396,6.42,10.16,3.61,6.631,31.191,0.136,7.16,21.23,79.209,0.0523,0.0573,0.1034,0.0355,0.0349,0.0403,0.059,0.0384,5.0516,0.0022,,0.0282,0.0011,67.2747,0.0545,551.0,0.026,0.018,0.0036,0.0053,,,,0.0207,0.0074,4.4775,0.0316,0.2897,0.1107,16.13,5.2713,4.3803,6.8645,6.8948,,,,0.0044,16.2748,992.5354,925.8883,59.8634,0.0,319.3471,90.5325,119.5021,28.9769,498.2434,147.5736,61.6892,141.6864,983.691,0.0,57.7236,131.203,96.2963,119.4937,505.2632,0.0,616.7024,26.2056,632.8358,3.231,406.106,75.574,6.3371,18.19,2.0,196.1328,0.9773,0.1882,267.526,0.9416,6.22,0.099,526.5336,2.6194,9.6,,,,0.5024,0.0096,-1
38,3043.78,2522.76,2192.0,2085.6871,1.1723,94.93,0.1238,1.4463,-0.0031,-0.005,0.9492,202.496,6.6615,416.6365,8.9137,0.9586,12.5094,1.4223,-5710.5,2656.25,-4510.5,-4119.3333,1.2833,1.983,73.1333,1.7667,84.525,8.7932,66.2803,86.7223,118.023,79.27,3.05,356.2909,10.1487,129.8945,727.0812,1.3288,141.1991,627.3845,190.5634,4.581,4.826,2811.0,0.9224,0.9492,4.6355,-0.2227,10.6602,109.6718,17.2,20.2227,28.803,698.2782,0.9915,144.6755,610.1845,106.092,,-0.0228,0.0158,0.0523,-0.0215,0.0059,0.0331,-0.046,0.0095,7.016,0.1403,0.1123,2.4044,0.9896,1706.8278,0.1984,9245.0601,0.0218,0.0031,0.0013,0.0,0.0,0.0074,-0.0002,0.0001,-0.0511,-0.0128,-0.0001,-0.0148,-0.0292,0.9747,102.9681,232.6113,0.462,0.9566,0.0,752.2176,0.9911,59.0059,0.5958,0.9815,6.1117,15.84,6.101,15.89,2.536,3.246,-0.8988,0.9968,2.2646,1010.0522,40.201,101,71.8,78.7,48.2,333.9751,0.2041,4.07,0.0037,0.0736,0.0732,0.0763,0.0224,7.5497,4.848,15.175,1.1243,0.19,0.0328,470,420,1965,22924,0.177,0.101,0.066,4.3,1.5,0.126,0.515,0.8986,0.1371,0.3487,0.6637,0.9576,0.3441,0.345,19.84,0.699,6.19,26.177,0.1937,49.92,0.252,8.45,24.87,0.458,7.58,27.73,8.45,16.568,39.077,0.0942,6.39,27.73,58.916,0.0935,0.0151,0.0848,0.0617,0.0957,0.0966,0.0334,0.0441,5.0276,0.0031,0.0058,0.0563,0.0023,96.2336,0.0326,870.8994,0.0124,0.0132,0.0057,0.0089,0.0064,0.8989,2.0653,0.019,0.0184,1.76,0.0125,0.2328,0.0814,19.79,3.6473,5.5404,7.424,8.1801,,,0.0018,0.0029,16.0127,0.0,0.0,72.7769,43.565,556.4978,84.9057,91.0112,26.196,0.0,161.2213,55.5329,410.2002,95.873,162.219,287.6457,0.0,291.6226,72.6482,462.9921,405.726,0.0,44.5313,0.0,1.4087,407.688,74.05,0.7185,13.48,1.16,51.0013,0.9551,0.2015,260.442,0.758,7.27,0.4127,532.5954,2.1606,10.59,,,,0.5032,0.0149,-1
39,3019.38,2499.75,2200.9556,1126.8678,0.786,100.37,0.1215,1.4445,-0.0154,0.0125,0.9572,197.7157,9.1413,431.1371,9.1711,0.9764,12.5782,1.4075,-5344.25,2554.75,-3737.5,-1551.0,1.315,1.9783,74.2667,1.7889,85.5246,8.2832,66.0304,87.3204,118.0946,10.11,4.515,360.8964,10.1803,125.9336,726.6866,1.4168,142.4391,629.2691,218.7268,4.681,4.908,2843.0,0.9314,0.9536,4.6336,5.9155,10.4821,111.8491,12.9509,14.0845,19.9683,706.7183,0.9759,145.3418,616.3182,102.2682,469.8625,-0.0236,-0.0186,-0.0014,0.0541,0.0373,0.0196,-0.0131,0.0832,7.4019,0.1258,,2.361,0.9875,1812.4838,0.1914,9040.8799,0.0378,-0.0001,0.0052,0.0,0.0,-0.0009,-0.0006,0.0002,0.1682,-0.0123,0.0,0.0493,-0.0335,,,,,0.9472,0.0,718.3788,0.9909,58.2218,0.5832,0.9606,6.3877,15.88,3.636,15.92,2.857,3.316,-0.1419,0.9972,2.3984,1015.5056,40.1991,101,258.5,219.6,55.7,426.033,0.07,7.27,0.003,0.107,0.028,0.0611,0.0167,6.388,4.787,14.264,1.1376,0.3,0.0921,1929,437,5043,2271,0.156,0.112,0.215,1.2,1.1,0.082,0.505,0.6555,0.1063,0.1581,0.426,0.7429,0.1601,0.281,16.48,0.277,5.46,28.823,0.1042,47.553,0.265,3.44,16.21,0.229,6.1,26.83,3.44,7.68,34.165,0.1048,8.09,26.83,76.909,0.1069,0.0439,0.0338,0.1125,0.1187,0.0471,0.0959,0.293,2.8857,0.0021,,0.0765,0.002,144.2318,0.0228,2112.6001,0.0257,0.0217,0.0044,0.005,,,,,0.0246,3.3153,0.0163,0.2998,0.1578,13.91,2.187,6.0134,6.0461,7.8876,7.9975,4.2194,,0.0029,37.8068,182.1138,486.8526,52.3669,134.9298,146.4217,61.4907,55.9091,21.7408,58.1528,207.1665,75.2033,453.4464,236.6577,0.0,208.1406,317.9642,240.0,730.6667,352.2693,0.0,419.8307,35.6998,0.0,1.3055,413.796,74.252,0.8024,14.9,0.81,61.4643,0.9777,0.2331,259.606,0.7989,4.33,0.0993,530.5682,2.1417,10.87,0.0117,0.0262,223.1018,0.4954,0.0139,-1
